Timestamp,Central Plant Chiller 1 Chiller Efficiency (kW/ton) (1)2024,Central Plant Chiller 1 Chiller Efficiency (kW/ton) (2)2022,Central Plant Chiller 2 Chiller Efficiency (kW/ton) (1),Central Plant Chiller 2 Chiller Efficiency (kW/ton) (2),Central Plant Chiller 3 Chiller Efficiency (kW/ton) (1),Central Plant Chiller 3 Chiller Efficiency (kW/ton) (2),Central Plant CHW Plant Chilled Water Efficiency (C) (1),Central Plant CHW Plant Chilled Water Efficiency (C) (2),Central Plant CHW Plant Chilled Water Tons of Refrigeration (1),Central Plant CHW Plant Chilled Water Tons of Refrigeration (2),Central Plant CHW Plant Chiller Stage (1),Central Plant CHW Plant Chiller Stage (2),Central Plant CHW Plant Outside Air Temp (1),Central Plant CHW Plant Outside Air Temp (2),Central Plant CHW Plant Total Power (1),Central Plant CHW Plant Total Power (2),Central Plant Condenser Loop Wet Bulb Temp (1),Central Plant Condenser Loop Wet Bulb Temp (2)
2024-01-03T16:00:00-08:00 Los_Angeles,0_kW/Ton,0.35121384759744007_kW/Ton,0.2759237504409005_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,1.0133110360153659kW/ton,0.6577763538017108kW/ton,201.24905904134116_Ton,110.9775784810384_Ton,AAAB,AAAB,60.03149541219076°F,57.11425336201986°F,227.37857055664062kW,74.43161010742188kW,51.4402224222819°F,48.43442408243815°F
2024-01-03T17:00:00-08:00 Los_Angeles,0_kW/Ton,0.3978680521249771_kW/Ton,0.3166327178478241_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.9448325839443995kW/ton,0.7645891550850803kW/ton,161.0064264933268_Ton,95.29317220052083_Ton,AAAB,AAAB,58.026893615722656°F,55.01305707295736°F,187.86026000976562kW,74.67512512207031kW,49.786425272623696°F,49.17540613810221°F
2024-01-03T18:00:00-08:00 Los_Angeles,0_kW/Ton,0.5567829857269923_kW/Ton,0.40141845246156055_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.7726170391833164kW/ton,1.1768387064320776kW/ton,129.52442932128906_Ton,57.00574811299642_Ton,AAAB,AAAB,57.024017333984375°F,53.70131238301595°F,118.66050720214844kW,68.9728775024414kW,49.765947341918945°F,49.224013010660805°F
2024-01-03T19:00:00-08:00 Los_Angeles,0_kW/Ton,0.5140774150689443_kW/Ton,0.40158001085122425_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.561677609785453kW/ton,1.1654608120187275kW/ton,124.85852559407552_Ton,53.015523274739586_Ton,AAAB,AAAB,57.53260358174642°F,52.550225575764976°F,79.17731475830078kW,63.08036422729492kW,46.51996358235677°F,48.7637570699056°F
2024-01-03T20:00:00-08:00 Los_Angeles,0_kW/Ton,0.6744700570901235_kW/Ton,0.4490530441204707_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5928950481763922kW/ton,0.9248270273059042kW/ton,115.9316889444987_Ton,39.31694380442301_Ton,AAAB,AAAB,56.19326210021973°F,52.455959955851235°F,70.49678802490234kW,61.72582244873047kW,45.85622533162435°F,49.43341382344564°F
2024-01-03T21:00:00-08:00 Los_Angeles,0_kW/Ton,0.696077843507131_kW/Ton,0.4424629906813304_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5766073663168246kW/ton,1.5017309136320696kW/ton,126.4182357788086_Ton,43.79110018412272_Ton,AAAB,AAAB,56.50546900431315°F,52.00757598876953°F,76.47023010253906kW,67.81121826171875kW,45.709133783976235°F,49.7553825378418°F
2024-01-03T22:00:00-08:00 Los_Angeles,0_kW/Ton,0.9226718445618948_kW/Ton,0.5433886647224426_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.7265956123817308kW/ton,0.972814071456155kW/ton,92.3223139444987_Ton,36.59762446085612_Ton,AAAB,AAAB,56.21811167399088°F,50.16305033365885°F,71.90550994873047kW,63.24074935913086kW,45.62502670288086°F,48.26299603780111°F
2024-01-03T23:00:00-08:00 Los_Angeles,0_kW/Ton,1.0386398235956829_kW/Ton,0.5500984787940979_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.7982246428241758kW/ton,0.6103461548065482kW/ton,68.96984354654948_Ton,29.371227264404297_Ton,AAAB,AAAB,56.393089294433594°F,49.17567443847656°F,61.42387771606445kW,74.17990112304688kW,45.337989807128906°F,47.07986704508463°F
2024-01-04T00:00:00-08:00 Los_Angeles,0_kW/Ton,1.0548247198263805_kW/Ton,0.5647357503573099_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.8639604671691802kW/ton,0.507532314165148kW/ton,56.100215911865234_Ton,31.15746847788493_Ton,AAABA7AA,AAAB,56.11657842000326°F,47.50266075134277°F,49.76918029785156kW,65.11717224121094kW,45.00560061136881°F,45.11492665608724°F
2024-01-04T01:00:00-08:00 Los_Angeles,0_kW/Ton,1.0659194191296895_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.05314909039923907kW/ton,1.1166609916666717kW/ton,18.595690727233887_Ton,32.77657127380371_Ton,AAAA,AAAB,55.35438474019369°F,47.15205828348795°F,17.90771484375kW,67.56951141357422kW,44.478921254475914°F,44.15350532531738°F
2024-01-04T02:00:00-08:00 Los_Angeles,0_kW/Ton,0.9172667662302653_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.5728285493806353kW/ton,11.493557135264078_Ton,38.66141573588053_Ton,AAAA,AAAB,55.3097178141276°F,45.525001525878906°F,3.544257640838623kW,69.16033935546875kW,44.22700945536295°F,43.116523106892906°F
2024-01-04T03:00:00-08:00 Los_Angeles,0_kW/Ton,1.3236148357391357_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0.2769336968167527kW/ton,11.858684221903482_Ton,27.746127128601074_Ton,AAAA,AAAB,55.08515739440918°F,44.40596834818522°F,3.3348729610443115kW,62.45471954345703kW,44.258545557657875°F,41.94055684407552°F
2024-01-04T04:00:00-08:00 Los_Angeles,0_kW/Ton,0.8353910396496455_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.0290802865127842kW/ton,12.137854735056559_Ton,56.21819877624512_Ton,AAAA,AAAB,53.684657414754234°F,46.50777943929037°F,3.3387253284454346kW,82.52287292480469kW,43.84695180257162°F,43.081299463907875°F
2024-01-04T05:00:00-08:00 Los_Angeles,0_kW/Ton,0.894387831290563_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.3917180548810213kW/ton,11.73828903834025_Ton,54.17779986063639_Ton,AAAA,AAAB,52.4937801361084°F,45.7622324625651°F,3.449903964996338kW,82.76619720458984kW,43.23132832845052°F,42.86844571431478°F
2024-01-04T06:00:00-08:00 Los_Angeles,0_kW/Ton,0.772404948870341_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.2239868694264222kW/ton,13.003192583719889_Ton,62.555773417154946_Ton,AAAA,AAAB,52.538064320882164°F,43.63577079772949°F,3.4571805000305176kW,92.26927185058594kW,43.13324801127116°F,41.26507377624512°F
2024-01-04T07:00:00-08:00 Los_Angeles,0_kW/Ton,0.7291582624117533_kW/Ton,0.2346603920062383_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.28837263875823277kW/ton,1.0873976996792083kW/ton,203.6315852801005_Ton,69.54001744588216_Ton,AAAAAAAB,AAAB,49.807243982950844°F,43.89271608988444°F,110.47494506835938kW,82.06035614013672kW,42.35692596435547°F,41.25866826375326°F
2024-01-04T08:00:00-08:00 Los_Angeles,0_kW/Ton,0.8237707316875458_kW/Ton,0.40150366226832074_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5052622436715303kW/ton,1.3388327275142728kW/ton,150.68830108642578_Ton,55.65800984700521_Ton,AAAB,AAAB,51.10028203328451°F,46.9310105641683°F,79.40668487548828kW,79.92411041259766kW,43.80273119608561°F,44.1227773030599°F
2024-01-04T09:00:00-08:00 Los_Angeles,0_kW/Ton,0.8423142532507578_kW/Ton,0.43271710971991223_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.547455709815312kW/ton,1.4264932968452142kW/ton,139.8403294881185_Ton,53.92736371358236_Ton,AAAB,AAAB,55.696065266927086°F,51.04354349772135°F,77.770263671875kW,87.17833709716797kW,45.64162635803223°F,47.63429196675619°F
2024-01-04T10:00:00-08:00 Los_Angeles,0_kW/Ton,0.6868840356667837_kW/Ton,0.40911929806073505_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5220866003378718kW/ton,1.2245540275516662kW/ton,153.00404103597006_Ton,62.448720932006836_Ton,AAAB,AAAB,57.81296412150065°F,57.0325075785319°F,84.41191864013672kW,79.94190979003906kW,46.540438969930015°F,50.79090181986491°F
2024-01-04T11:00:00-08:00 Los_Angeles,0_kW/Ton,0.6065749526023865_kW/Ton,0.45428571105003357_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.6339547528510582kW/ton,1.0074110211730167kW/ton,101.42105229695638_Ton,87.6957238515218_Ton,AAAB,AAAB,58.663580576578774°F,59.769265492757164°F,75.3309555053711kW,91.29447937011719kW,47.49786822001139°F,51.48618761698405°F
2024-01-04T12:00:00-08:00 Los_Angeles,0_kW/Ton,0.5102847516536713_kW/Ton,0.3077872296174367_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4264258777505328kW/ton,0.8117792541935982kW/ton,155.78530629475912_Ton,111.16454315185547_Ton,AAAB,AAAB,59.64640363057455°F,61.094584147135414°F,69.67449188232422kW,93.265869140625kW,47.507314682006836°F,50.546169916788735°F
2024-01-04T13:00:00-08:00 Los_Angeles,0_kW/Ton,0.42544854680697125_kW/Ton,0.2535596266388893_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.3822912187118113kW/ton,0.6552654066653338kW/ton,230.1788533528646_Ton,153.60777537027994_Ton,AAAB,AAAB,62.66020139058431°F,60.62125142415365°F,90.87103271484375kW,106.56886291503906kW,48.21601486206055°F,51.032310485839844°F
2024-01-04T14:00:00-08:00 Los_Angeles,0_kW/Ton,0.38385280470053357_kW/Ton,0.2338105315963427_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.38482300968847083kW/ton,0.559541288675857kW/ton,232.14395395914713_Ton,197.50494130452475_Ton,AAAB,AAAB,63.286163330078125°F,61.386168797810875°F,97.23344421386719kW,114.27565002441406kW,48.03828112284342°F,50.62594223022461°F
2024-01-04T15:00:00-08:00 Los_Angeles,0_kW/Ton,0.38857415815194446_kW/Ton,0.2224682718515396_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.3785520237906104kW/ton,0.5752052760175425kW/ton,259.01151275634766_Ton,183.81341552734375_Ton,AAAB,AAAB,63.427968978881836°F,61.407252629597984°F,105.2325439453125kW,114.96552276611328kW,48.44620450337728°F,49.76571146647135°F
2024-01-04T16:00:00-08:00 Los_Angeles,0_kW/Ton,0.358945036927859_kW/Ton,0.22814007103443146_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.3992391495592327kW/ton,0.5549300919095255kW/ton,232.94676208496094_Ton,174.62914276123047_Ton,AAAB,AAAB,62.983333587646484°F,59.65444691975912°F,103.3782958984375kW,101.18228912353516kW,48.18312136332194°F,48.20723915100098°F
2024-01-04T17:00:00-08:00 Los_Angeles,0_kW/Ton,0.40529634555180866_kW/Ton,0.2763413016994794_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4209759522063224kW/ton,0.6602004931571187kW/ton,202.2528864542643_Ton,135.31171162923178_Ton,AAAB,AAAB,60.49562899271647°F,56.13680330912272°F,99.22162628173828kW,92.13090515136719kW,47.23918215433756°F,48.3753719329834°F
2024-01-04T18:00:00-08:00 Los_Angeles,0_kW/Ton,0.6680445720752081_kW/Ton,0.3306531955798467_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5015946630962359kW/ton,1.13994371959939kW/ton,146.0463841756185_Ton,78.89613342285156_Ton,AAAB,AAAB,57.63050206502279°F,53.59908676147461°F,76.42625427246094kW,86.5566635131836kW,48.302459716796875°F,49.07325299580892°F
2024-01-04T19:00:00-08:00 Los_Angeles,0_kW/Ton,0.7867144743601481_kW/Ton,0.3285088837146759_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.48043321983928894kW/ton,1.4802665610164116kW/ton,131.13630549112955_Ton,50.99714215596517_Ton,AAAB,AAAB,56.45868937174479°F,51.899637858072914°F,66.4030532836914kW,76.04312133789062kW,46.84501838684082°F,48.642693837483726°F
2024-01-04T20:00:00-08:00 Los_Angeles,0_kW/Ton,0.8378580709298452_kW/Ton,0.06718917191028595_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.09312508921354067kW/ton,1.597489544753758kW/ton,27.57807429631551_Ton,43.97958246866862_Ton,AAABAAAA,AAAB,55.78581682840983°F,51.36039161682129°F,57.74825668334961kW,74.8107681274414kW,44.314236323038735°F,48.73126983642578°F
2024-01-04T21:00:00-08:00 Los_Angeles,0_kW/Ton,5.262488663196564_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0.284643982139466kW/ton,16.4465758005778_Ton,16.085236807664234_Ton,AAAA,AAAB,54.09753863016764°F,50.985127766927086°F,3.523841381072998kW,79.59239959716797kW,43.37813059488932°F,48.64676602681478°F
2024-01-04T22:00:00-08:00 Los_Angeles,0_kW/Ton,2.1875747442245483_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0.3663981345252958kW/ton,12.476463635762533_Ton,17.937880436579388_Ton,AAAA,AAAB,51.366371154785156°F,51.256565729777016°F,3.531597375869751kW,70.91336059570312kW,44.11132494608561°F,48.7010243733724°F
2024-01-04T23:00:00-08:00 Los_Angeles,0_kW/Ton,2.2195884386698403_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0kW/ton,11.544744809468588_Ton,12.718248208363852_Ton,AAAA,AAAB,49.854852040608726°F,51.475823084513344°F,3.2479066848754883kW,53.01836013793945kW,44.617441177368164°F,48.89231554667155°F
2024-01-05T00:00:00-08:00 Los_Angeles,0_kW/Ton,1.141115168730418_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0.6348064059344966kW/ton,11.25599749883016_Ton,27.351229349772137_Ton,AAAA,AAAB,49.07405471801758°F,50.58565012613932°F,3.356339931488037kW,74.18260955810547kW,43.741781870524086°F,48.370890299479164°F
2024-01-05T01:00:00-08:00 Los_Angeles,0_kW/Ton,1.2262031435966492_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0kW/ton,12.286934534708658_Ton,26.790906588236492_Ton,AAAA,AAAB,48.70273399353027°F,49.30317815144857°F,3.4617722034454346kW,63.453521728515625kW,43.02495257059733°F,46.74152374267578°F
2024-01-05T02:00:00-08:00 Los_Angeles,0_kW/Ton,1.1555868287881215_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0kW/ton,11.315088272094727_Ton,27.88714027404785_Ton,AAAA,AAAB,48.003960927327476°F,47.13839848836263°F,3.3396525382995605kW,63.49641036987305kW,42.436205546061196°F,45.15769259134928°F
2024-01-05T03:00:00-08:00 Los_Angeles,0_kW/Ton,1.2097807029883068_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0kW/ton,11.483907063802084_Ton,24.37492561340332_Ton,AAAA,AAAB,47.32341448465983°F,47.00307591756185°F,3.2614622116088867kW,62.49302673339844kW,41.955443700154625°F,44.80608940124512°F
2024-01-05T04:00:00-08:00 Los_Angeles,0_kW/Ton,0.9118192692597707_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.075944888532531kW/ton,11.890510241190592_Ton,58.49657948811849_Ton,AAAAA2AB,AAAB,47.30349159240723°F,46.56387519836426°F,3.2575862407684326kW,91.35322570800781kW,41.440494537353516°F,44.249342600504555°F
2024-01-05T05:00:00-08:00 Los_Angeles,0_kW/Ton,0.861780842145284_kW/Ton,0.2417483851313591_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.2771989175784555kW/ton,1.3666357795503519kW/ton,300.74532159169513_Ton,56.797858556111656_Ton,AAAB,AAAB,47.719390869140625°F,46.538387298583984°F,134.86434936523438kW,87.50411224365234kW,41.54093996683756°F,43.70118395487467°F
2024-01-05T06:00:00-08:00 Los_Angeles,0_kW/Ton,0.7371083994706472_kW/Ton,0.16643340388933817_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.20203605142111813kW/ton,1.2079912230192102kW/ton,135.9525491396586_Ton,64.01346778869629_Ton,AAABAaAA,AAAB,47.146918614705406°F,45.53229204813639°F,107.70362854003906kW,92.84791564941406kW,41.65345827738444°F,42.982414881388344°F
2024-01-05T07:00:00-08:00 Los_Angeles,0_kW/Ton,0.7337939043839773_kW/Ton,0.18108570436015725_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.3216955143591775kW/ton,1.154615355207554kW/ton,118.93638229370117_Ton,70.05598131815593_Ton,AAAAAAAB,AAAB,47.911886850992836°F,45.35707918802897°F,60.849647521972656kW,92.29629516601562kW,42.00727462768555°F,43.14310073852539°F
2024-01-05T08:00:00-08:00 Los_Angeles,0_kW/Ton,0.7361721694469452_kW/Ton,0.3376612762610118_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4679789018312362kW/ton,1.200451355358695kW/ton,124.75041198730469_Ton,62.88120778401693_Ton,AAAB,AAAB,49.98179499308268°F,49.13207499186198°F,73.8458023071289kW,83.74349975585938kW,43.33507219950358°F,44.83648109436035°F
2024-01-05T09:00:00-08:00 Los_Angeles,0_kW/Ton,0.7561203142007192_kW/Ton,0.3930877496798833_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5650845942613252kW/ton,1.2585325113053523kW/ton,94.9843012491862_Ton,64.27576764424641_Ton,AAAB,AAAB,53.26439539591471°F,54.07612101236979°F,56.01837158203125kW,90.97978210449219kW,45.30119959513346°F,47.3634459177653°F
2024-01-05T10:00:00-08:00 Los_Angeles,0_kW/Ton,0.5772778441508611_kW/Ton,0.37569251159826916_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5184928398015857kW/ton,1.0123778674369428kW/ton,114.3761355082194_Ton,79.7357546488444_Ton,AAAB,AAAB,57.03247515360514°F,58.821729024251304°F,64.0063247680664kW,81.08407592773438kW,47.314395904541016°F,48.847676595052086°F
2024-01-05T11:00:00-08:00 Los_Angeles,0_kW/Ton,0.43065333366394043_kW/Ton,0.30517998337745667_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4192061610838402kW/ton,0.6688997837582282kW/ton,191.4740753173828_Ton,140.67645645141602_Ton,AAAB,AAAB,62.27380243937174°F,64.53859901428223°F,90.29281616210938kW,103.0284652709961kW,51.1583309173584°F,50.88360087076823°F
2024-01-05T12:00:00-08:00 Los_Angeles,0_kW/Ton,0.38861721754074097_kW/Ton,0.27110229929288227_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4632599485135151kW/ton,0.5499824885485557kW/ton,221.34555308024088_Ton,217.0705083211263_Ton,AAAB,AAAB,63.72662226359049°F,68.63757197062175°F,120.88494110107422kW,129.04110717773438kW,52.04719161987305°F,52.59685961405436°F
2024-01-05T13:00:00-08:00 Los_Angeles,0_kW/Ton,0.32876165707906085_kW/Ton,0.2271619811654091_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4474383641193635kW/ton,0.46964126031660886kW/ton,251.13699849446616_Ton,309.1501210530599_Ton,AAAB,AAAB,65.21036148071289°F,67.29114405314128°F,122.2481460571289kW,150.94163513183594kW,51.48632367451986°F,53.23004722595215°F
2024-01-05T14:00:00-08:00 Los_Angeles,0_kW/Ton,0.29631249606609344_kW/Ton,0.23082640518744788_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.518965445770034kW/ton,0.4948698521665698kW/ton,250.3410873413086_Ton,292.9143320719401_Ton,AAAB,AAAB,64.19897842407227°F,65.05007298787434°F,143.94688415527344kW,153.762939453125kW,50.67237854003906°F,54.27936871846517°F
2024-01-05T15:00:00-08:00 Los_Angeles,0_kW/Ton,0.28923673927783966_kW/Ton,0.23726027210553488_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5921950725097195kW/ton,0.48363383198677035kW/ton,264.08097076416016_Ton,291.7180480957031_Ton,AAAB,AAAB,63.85573768615723°F,64.12966728210449°F,164.74850463867188kW,152.4658203125kW,52.15324465433756°F,53.63292694091797°F
2024-01-05T16:00:00-08:00 Los_Angeles,0_kW/Ton,0.3535759747028351_kW/Ton,0.2958562473456065_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.9148005572014353kW/ton,0.5529335359832723kW/ton,202.55120340983072_Ton,222.3482666015625_Ton,AAAB,AAAB,60.642590840657554°F,60.891459147135414°F,200.57337951660156kW,126.59415435791016kW,52.934587478637695°F,53.165304819742836°F
2024-01-05T17:00:00-08:00 Los_Angeles,0_kW/Ton,0.43644606073697406_kW/Ton,0.35853534440199536_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,1.3522209199335438kW/ton,0.6566003824583545kW/ton,146.24132919311523_Ton,165.95462036132812_Ton,AAAB,AAAB,58.445421854654946°F,57.86407216389974°F,198.8396453857422kW,114.49079895019531kW,52.62657356262207°F,52.72995058695475°F
2024-01-05T18:00:00-08:00 Los_Angeles,0_kW/Ton,0.6548278431097666_kW/Ton,0.35403293867905933_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,1.4120858317774623kW/ton,1.0041320440885968kW/ton,138.7360471089681_Ton,100.71771876017253_Ton,AAAB,AAAB,56.951969146728516°F,56.57041613260905°F,196.61509704589844kW,100.09160614013672kW,52.32734616597494°F,52.67621930440267°F
2024-01-05T19:00:00-08:00 Los_Angeles,0_kW/Ton,0.6554214060306549_kW/Ton,0.4706922074158986_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,2.1301444474776416kW/ton,1.0161052992700474kW/ton,86.76252937316895_Ton,91.61704889933269_Ton,AAAB,AAAB,55.901529947916664°F,54.67604637145996°F,190.9517822265625kW,94.3481216430664kW,51.28196461995443°F,52.02949333190918°F
2024-01-05T20:00:00-08:00 Los_Angeles,0_kW/Ton,1.0340582331021626_kW/Ton,0.06779486934343974_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.2632050714609163kW/ton,1.3428373168244576kW/ton,25.491862614949543_Ton,51.61020310719808_Ton,AAABAAAA,AAAB,55.056370417277016°F,53.76193873087565°F,147.70635986328125kW,89.66260528564453kW,50.23425547281901°F,51.56725947062174°F
2024-01-05T21:00:00-08:00 Los_Angeles,0_kW/Ton,4.7264637152353925_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0kW/ton,13.2982227007548_Ton,8.385316263884306_Ton,AAAA,AAAB,54.269082387288414°F,53.60941251118978°F,3.427640676498413kW,73.38459777832031kW,49.32953898111979°F,51.51038805643717°F
2024-01-05T22:00:00-08:00 Los_Angeles,0_kW/Ton,5.997457643349965_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0.1870344527054523kW/ton,11.053210099538168_Ton,13.688735763231913_Ton,AAAA,AAAB,52.310784022013344°F,53.43863868713379°F,3.226548433303833kW,58.805145263671875kW,48.62473742167155°F,51.6124324798584°F
2024-01-05T23:00:00-08:00 Los_Angeles,0_kW/Ton,2.76448925336202_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0kW/ton,12.759194374084473_Ton,14.131330808003744_Ton,AAAA,AAAB,50.81370162963867°F,52.88182703653971°F,3.350313186645508kW,73.6492691040039kW,47.80000305175781°F,51.30157025655111°F
2024-01-06T00:00:00-08:00 Los_Angeles,0_kW/Ton,1.2958325445652008_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0.9629224351051612kW/ton,11.9281857808431_Ton,28.851997534434002_Ton,AAAA,AAAB,49.4750722249349°F,51.85146395365397°F,3.2342472076416016kW,74.59294128417969kW,46.77798970540365°F,50.13376808166504°F
2024-01-06T01:00:00-08:00 Los_Angeles,0_kW/Ton,0.9402562280495962_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.1831179052171465kW/ton,11.091501871744791_Ton,31.60017999013265_Ton,AAAA,AAAB,50.169629414876304°F,51.644335428873696°F,3.1549201011657715kW,64.02677917480469kW,45.52730178833008°F,48.97643280029297°F
2024-01-06T02:00:00-08:00 Los_Angeles,0_kW/Ton,1.0476648112138112_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0.6041216139767552kW/ton,11.813709259033203_Ton,30.73409620920817_Ton,AAAA,AAAB,49.09238497416178°F,50.45397822062174°F,3.356313467025757kW,70.00540161132812kW,44.44444274902344°F,48.70500882466634°F
2024-01-06T03:00:00-08:00 Los_Angeles,0_kW/Ton,1.1269622445106506_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0kW/ton,11.572957356770834_Ton,28.642648379007976_Ton,AAAA,AAAB,48.51345125834147°F,49.49475606282552°F,3.3397529125213623kW,71.05107116699219kW,43.96842511494955°F,48.15788968404134°F
2024-01-06T04:00:00-08:00 Los_Angeles,0_kW/Ton,0.7955039242903391_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.0626608440354794kW/ton,12.240395863850912_Ton,58.92422358194987_Ton,AAAA,AAAB,46.18126360575358°F,48.45888710021973°F,3.254314661026001kW,95.52859497070312kW,42.071493784586586°F,47.255288441975914°F
2024-01-06T05:00:00-08:00 Los_Angeles,0_kW/Ton,0.7808764080206553_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.260108753027339kW/ton,12.092400550842285_Ton,62.287854512532554_Ton,AAAA,AAAB,46.06520207722982°F,47.43723233540853°F,3.3485608100891113kW,88.919921875kW,41.548929850260414°F,46.285529454549156°F
2024-01-06T06:00:00-08:00 Los_Angeles,0_kW/Ton,0.7110633651415507_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.1148769282344608kW/ton,14.380274295806885_Ton,72.67600504557292_Ton,AAAA,AAAB,48.067715326944985°F,46.19491767883301°F,3.4633138179779053kW,87.74856567382812kW,41.127978006998696°F,45.12271308898926°F
2024-01-06T07:00:00-08:00 Los_Angeles,0_kW/Ton,0.6212408641974131_kW/Ton,0.2157225807507833_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.25154911343910624kW/ton,1.0276923134607574kW/ton,306.3724943796794_Ton,76.05482610066731_Ton,AAAAAAAB,AAAB,46.51569811503092°F,46.35896746317545°F,132.84378051757812kW,84.59732055664062kW,40.633005142211914°F,45.42692883809408°F
