Timestamp,Central Plant Chiller 1 Chiller Efficiency (kW/ton) (1)2024,Central Plant Chiller 1 Chiller Efficiency (kW/ton) (2)2022,Central Plant Chiller 2 Chiller Efficiency (kW/ton) (1),Central Plant Chiller 2 Chiller Efficiency (kW/ton) (2),Central Plant Chiller 3 Chiller Efficiency (kW/ton) (1),Central Plant Chiller 3 Chiller Efficiency (kW/ton) (2),Central Plant CHW Plant Chilled Water Efficiency (C) (1),Central Plant CHW Plant Chilled Water Efficiency (C) (2),Central Plant CHW Plant Chilled Water Tons of Refrigeration (1),Central Plant CHW Plant Chilled Water Tons of Refrigeration (2),Central Plant CHW Plant Chiller Stage (1),Central Plant CHW Plant Chiller Stage (2),Central Plant CHW Plant Outside Air Temp (1),Central Plant CHW Plant Outside Air Temp (2),Central Plant CHW Plant Total Power (1),Central Plant CHW Plant Total Power (2),Central Plant Condenser Loop Wet Bulb Temp (1),Central Plant Condenser Loop Wet Bulb Temp (2)
2024-11-02T04:00:00-07:00 Los_Angeles,,0.5026291062434515_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.6816500506166395kW/ton,,134.70583191265663_Ton,,AAAB,,54.73566182454427°F,,144.09178161621094kW,,47.35089111328125°F
2024-11-02T05:00:00-07:00 Los_Angeles,,0.6685790618260702_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.903574895269149kW/ton,,131.70985666910806_Ton,,AAAB,,53.1081485748291°F,,125.95472717285156kW,,46.137763341267906°F
2024-11-02T06:00:00-07:00 Los_Angeles,,0.346540500720342_kW/Ton,,0.2906257013479869_kW/Ton,,0_kW/Ton,,0.8934833639803047kW/ton,,149.90342458089194_Ton,,AAAB,,52.23122342427572°F,,181.208984375kW,,45.41957028706869°F
2024-11-02T07:00:00-07:00 Los_Angeles,,0_kW/Ton,,0.5510526249806086_kW/Ton,,0_kW/Ton,,0.7600835108620564kW/ton,,186.55154164632162_Ton,,AAAB,,51.34258143107096°F,,162.451904296875kW,,44.696133295694985°F
2024-11-02T08:00:00-07:00 Los_Angeles,,0.44745634992917377_kW/Ton,,0.10533401370048523_kW/Ton,,0_kW/Ton,,0.7906495829056371kW/ton,,182.51576360066733_Ton,,AAAB,,54.29370880126953°F,,148.85667419433594kW,,44.95148531595866°F
2024-11-02T09:00:00-07:00 Los_Angeles,,0.4288301517566045_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.5966698244944563kW/ton,,228.13853454589844_Ton,,AAAB,,57.18693606058756°F,,153.5933074951172kW,,45.265345891316734°F
2024-11-02T10:00:00-07:00 Los_Angeles,,0.3526449849208196_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.4944776909037845kW/ton,,278.6163558959961_Ton,,AAAB,,59.32618268330892°F,,152.963623046875kW,,45.7607847849528°F
2024-11-02T11:00:00-07:00 Los_Angeles,,0.12219993273417155_kW/Ton,,0.1333263615767161_kW/Ton,,0.9210945814847946_kW/Ton,,0.7567021413209374kW/ton,,316.87920633951825_Ton,,AAAB,,61.68273035685221°F,,406.7113037109375kW,,46.85221290588379°F
2024-11-02T12:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.46746304134527844_kW/Ton,,0.5748177650278575kW/ton,,375.24261983235675_Ton,,AAAB,,61.86522356669108°F,,222.16299438476562kW,,48.48328526814779°F
2024-11-02T13:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4798996647198995_kW/Ton,,0.5818202080796567kW/ton,,396.1267801920573_Ton,,AAAB,,62.710889180501304°F,,239.56600952148438kW,,48.959493001302086°F
2024-11-02T14:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4637744277715683_kW/Ton,,0.5763673179155971kW/ton,,369.3639424641927_Ton,,AAAB,,61.92966397603353°F,,223.69960021972656kW,,49.253295262654625°F
2024-11-02T15:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4553030729293823_kW/Ton,,0.5635276922948439kW/ton,,380.94419352213544_Ton,,AAAB,,61.82098897298177°F,,222.15296936035156kW,,48.74282264709473°F
2024-11-02T16:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.44882410764694214_kW/Ton,,0.5565785771032633kW/ton,,384.9810078938802_Ton,,AAAB,,61.963565826416016°F,,220.1180877685547kW,,48.769083658854164°F
2024-11-02T17:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.46759143968423206_kW/Ton,,0.5867955450048887kW/ton,,338.87047322591144_Ton,,AAAB,,61.51836713155111°F,,216.71243286132812kW,,48.78301175435384°F
2024-11-02T18:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.42545292774836224_kW/Ton,,0.5578575095083788kW/ton,,294.7744903564453_Ton,,AAAB,,60.49011484781901°F,,176.73036193847656kW,,45.5511786142985°F
2024-11-02T19:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4634154786666234_kW/Ton,,0.6012600423188834kW/ton,,254.93797810872397_Ton,,AAAB,,58.31813112894694°F,,173.1942596435547kW,,44.62994257609049°F
2024-11-02T20:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4965636034806569_kW/Ton,,0.6544650056035791kW/ton,,213.33392588297525_Ton,,AAAB,,57.155633290608726°F,,156.7911834716797kW,,44.37093861897787°F
2024-11-02T21:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6261626134316126_kW/Ton,,0.8834256607610936kW/ton,,129.5614751180013_Ton,,AAAB,,55.73607063293457°F,,139.26539611816406kW,,43.76176643371582°F
2024-11-02T22:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6723603109518687_kW/Ton,,0.9487237449426361kW/ton,,117.15334192911784_Ton,,AAAB,,54.13605944315592°F,,119.60307312011719kW,,43.049434661865234°F
2024-11-02T23:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.8301461637020111_kW/Ton,,1.1760705669004838kW/ton,,86.15875879923503_Ton,,AAAB,,53.252658208211265°F,,110.6982650756836kW,,42.764661153157554°F
2024-11-03T00:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.8839574754238129_kW/Ton,,1.2519444016421537kW/ton,,79.66508229573567_Ton,,AAAB,,52.360291163126625°F,,106.82921600341797kW,,42.75724411010742°F
2024-11-03T01:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.8517888287703196_kW/Ton,,1.173515223304201kW/ton,,85.54508972167969_Ton,,AAAB,,51.96793746948242°F,,108.52283477783203kW,,42.75236384073893°F
2024-11-03T02:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.8528236051400503_kW/Ton,,1.1995934097306924kW/ton,,85.72520955403645_Ton,,AAAB,,51.1172243754069°F,,115.29915618896484kW,,42.5708974202474°F
2024-11-03T03:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.8228495717048645_kW/Ton,,1.1360757768072518kW/ton,,89.09850692749023_Ton,,AAAB,,49.993190129597984°F,,109.77513885498047kW,,42.212852478027344°F
2024-11-03T04:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.639741450548172_kW/Ton,,0.8602448554134162kW/ton,,144.86398315429688_Ton,,AAAB,,49.34328651428223°F,,137.85675048828125kW,,41.74793370564779°F
2024-11-03T05:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.719316711028417_kW/Ton,,0.9649995174326184kW/ton,,127.867738087972_Ton,,AAAB,,49.80299441019694°F,,139.12677001953125kW,,41.99391873677572°F
2024-11-03T06:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6550138394037882_kW/Ton,,0.8625647672036072kW/ton,,142.2788518269857_Ton,,AAAB,,48.78463808695475°F,,128.4134521484375kW,,41.88470586140951°F
2024-11-03T07:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.45567306876182556_kW/Ton,,0.8555085818422034kW/ton,,172.9771525065104_Ton,,AAAB,,48.793609619140625°F,,190.4705047607422kW,,41.79374440511068°F
2024-11-03T08:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.2669144421815872_kW/Ton,,0.787075017706289kW/ton,,178.47691345214844_Ton,,AAAB,,52.01809819539388°F,,197.19790649414062kW,,42.88717079162598°F
2024-11-03T09:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.5157119284073511_kW/Ton,,0.6888071717786585kW/ton,,199.19242350260416_Ton,,AAAB,,56.40859413146973°F,,154.97702026367188kW,,44.99948819478353°F
2024-11-03T10:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4212580571571986_kW/Ton,,0.5709867543348303kW/ton,,270.472417195638_Ton,,AAAB,,61.968044916788735°F,,160.94090270996094kW,,47.270386377970375°F
2024-11-03T11:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4270727535088857_kW/Ton,,0.5443975718657809kW/ton,,353.0642344156901_Ton,,AAAB,,65.32714653015137°F,,218.65139770507812kW,,47.9395751953125°F
2024-11-03T12:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.37601612011591595_kW/Ton,,0.5468869639232744kW/ton,,462.3643442789714_Ton,,AAAB,,68.30006663004558°F,,294.6011962890625kW,,49.1708730061849°F
2024-11-03T13:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.2750369906425476_kW/Ton,,0.6002802951706222kW/ton,,490.70298258463544_Ton,,AAAB,,68.87791188557942°F,,305.1798400878906kW,,50.14260164896647°F
2024-11-03T14:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.28339213132858276_kW/Ton,,0.6117980921688316kW/ton,,479.0680389404297_Ton,,AAAB,,66.75816472371419°F,,297.9068298339844kW,,50.312722524007164°F
2024-11-03T15:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.25900035351514816_kW/Ton,,0.6032824570460323kW/ton,,459.2360585530599_Ton,,AAAB,,66.04301198323567°F,,288.91290283203125kW,,47.66429901123047°F
2024-11-03T16:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.2469391922156016_kW/Ton,,0.6006408763904179kW/ton,,407.81590779622394_Ton,,AAAB,,64.75318908691406°F,,263.9310302734375kW,,47.383056004842125°F
2024-11-03T17:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.2588905642429988_kW/Ton,,0.6305262507374702kW/ton,,333.31830342610675_Ton,,AAAB,,62.99244626363119°F,,229.84754943847656kW,,48.199862798055015°F
2024-11-03T18:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.2983149141073227_kW/Ton,,0.6421107605487513kW/ton,,254.77882639567056_Ton,,AAAB,,60.862792332967125°F,,181.9863739013672kW,,48.01512209574381°F
2024-11-03T19:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.32567300895849866_kW/Ton,,0.7014146102391038kW/ton,,216.0618667602539_Ton,,AAAB,,59.828118006388344°F,,157.3671875kW,,49.045097986857094°F
2024-11-03T20:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3611100713411967_kW/Ton,,0.8958169482583919kW/ton,,179.04095204671225_Ton,,AAAB,,58.92452812194824°F,,168.52511596679688kW,,50.50339889526367°F
2024-11-03T21:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4514017601807912_kW/Ton,,1.0859770604507035kW/ton,,105.4567985534668_Ton,,AAAB,,58.16444524129232°F,,151.60081481933594kW,,51.706207275390625°F
2024-11-03T22:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4317903518676758_kW/Ton,,0.8990149989653435kW/ton,,105.46349716186523_Ton,,AAAB,,57.03635025024414°F,,95.32633972167969kW,,51.086554209391274°F
2024-11-03T23:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.5463978350162506_kW/Ton,,1.1009882236668183kW/ton,,76.34205754597981_Ton,,AAAB,,55.70955022176107°F,,86.24040985107422kW,,50.752401987711586°F
2024-11-04T00:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.49950407445430756_kW/Ton,,1.0359429620285636kW/ton,,80.18443044026692_Ton,,AAAB,,55.07161776224772°F,,84.87101745605469kW,,50.01824506123861°F
2024-11-04T01:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.44033509492874146_kW/Ton,,0.888606935165415kW/ton,,90.0299898783366_Ton,,AAAB,,53.77356465657552°F,,82.5448226928711kW,,48.759944915771484°F
2024-11-04T02:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3957682599623998_kW/Ton,,0.817105485132989kW/ton,,91.38979721069336_Ton,,AAAB,,53.06669044494629°F,,76.75182342529297kW,,46.425676345825195°F
2024-11-04T03:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3737298995256424_kW/Ton,,0.804504061679019kW/ton,,90.31687291463216_Ton,,AAAB,,51.877806981404625°F,,74.59723663330078kW,,45.69836235046387°F
2024-11-04T04:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.35340586801369983_kW/Ton,,0.6396965169091676kW/ton,,141.79558817545572_Ton,,AAAB,,51.27756945292155°F,,96.29458618164062kW,,45.011728286743164°F
2024-11-04T05:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3572884102662404_kW/Ton,,0.621552271171894kW/ton,,146.3983154296875_Ton,,AAAB,,51.103363037109375°F,,91.48286437988281kW,,44.35979715983073°F
2024-11-04T06:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3745165566603343_kW/Ton,,0.686002511387681kW/ton,,125.48909378051758_Ton,,AAAB,,49.86706415812174°F,,89.98635864257812kW,,43.66700108846029°F
2024-11-04T07:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.36378302176793414_kW/Ton,,0.6773421317460485kW/ton,,122.42566045125325_Ton,,AAAB,,49.58224550882975°F,,86.2491226196289kW,,43.44031524658203°F
2024-11-04T08:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.34395545721054077_kW/Ton,,0.5997250694670703kW/ton,,149.63052113850912_Ton,,AAAB,,52.77556800842285°F,,93.66908264160156kW,,45.06263097127279°F
2024-11-04T09:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3609250833590825_kW/Ton,,0.5809240228367333kW/ton,,178.3824005126953_Ton,,AAAB,,58.697975158691406°F,,110.95884704589844kW,,47.610678354899086°F
2024-11-04T10:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3904713491598765_kW/Ton,,0.632411047972629kW/ton,,207.39937591552734_Ton,,AAAB,,62.13945388793945°F,,153.07139587402344kW,,49.87744903564453°F
2024-11-04T11:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3452377070983251_kW/Ton,,0.67461452987783kW/ton,,257.4231872558594_Ton,,AAAB,,66.79929733276367°F,,189.00308227539062kW,,51.66843477884928°F
2024-11-04T12:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.304055189092954_kW/Ton,,0.6614241372809112kW/ton,,307.3793233235677_Ton,,AAAB,,70.74026870727539°F,,229.29525756835938kW,,52.56377029418945°F
2024-11-04T13:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.34896012643973034_kW/Ton,,0.7353885112911088kW/ton,,341.0586853027344_Ton,,AAAB,,69.81182861328125°F,,262.959228515625kW,,55.44720013936361°F
2024-11-04T14:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3686220000187556_kW/Ton,,0.8094688804347477kW/ton,,348.2538350423177_Ton,,AAAB,,67.91392008463542°F,,286.1924133300781kW,,55.172629038492836°F
2024-11-04T15:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.34111560384432477_kW/Ton,,0.8026194351618327kW/ton,,337.4223175048828_Ton,,AAAB,,67.25096130371094°F,,280.62591552734375kW,,53.74095026652018°F
2024-11-04T16:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3469728132088979_kW/Ton,,0.8535655404182184kW/ton,,307.2917175292969_Ton,,AAAB,,65.28117116292317°F,,267.6572570800781kW,,53.25123532613119°F
2024-11-04T17:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3579735606908798_kW/Ton,,0.9387151613104575kW/ton,,263.68836212158203_Ton,,AAAB,,63.52866236368815°F,,255.779541015625kW,,53.5406239827474°F
2024-11-04T18:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3783882608016332_kW/Ton,,0.9044728026062826kW/ton,,217.20105743408203_Ton,,AAAB,,61.0845521291097°F,,211.74717712402344kW,,52.74523671468099°F
2024-11-04T19:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.38751642902692157_kW/Ton,,0.9205731415420569kW/ton,,178.34711201985678_Ton,,AAAB,,59.56344413757324°F,,178.21054077148438kW,,51.444740295410156°F
2024-11-04T20:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4105929881334305_kW/Ton,,0.9047787010886724kW/ton,,160.11370595296225_Ton,,AAAB,,58.59576225280762°F,,151.26954650878906kW,,52.1500244140625°F
2024-11-04T21:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.551270142197609_kW/Ton,,1.2351622976692982kW/ton,,86.7779598236084_Ton,,AAAB,,57.57488441467285°F,,133.76255798339844kW,,51.74262619018555°F
2024-11-04T22:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.45394974450270337_kW/Ton,,0.9029507233491803kW/ton,,101.93344497680664_Ton,,AAAB,,57.06875546773275°F,,93.65205383300781kW,,51.33323351542155°F
2024-11-04T23:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.5155223061641058_kW/Ton,,1.0640381757676398kW/ton,,84.62800470987956_Ton,,AAAB,,56.28665733337402°F,,94.63619232177734kW,,51.41300710042318°F
2024-11-05T00:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.47046108543872833_kW/Ton,,0.957405737312079kW/ton,,90.9523811340332_Ton,,AAAB,,55.38130442301432°F,,87.702880859375kW,,50.91045888264974°F
2024-11-05T01:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.48240090906620026_kW/Ton,,0.9531492631072895kW/ton,,90.51683044433594_Ton,,AAAB,,54.48797607421875°F,,86.96094512939453kW,,51.172563552856445°F
2024-11-05T02:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4737281948328018_kW/Ton,,0.9718552266886613kW/ton,,89.52340571085612_Ton,,AAAB,,53.71854782104492°F,,92.41067504882812kW,,50.39107131958008°F
2024-11-05T03:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4364463885625203_kW/Ton,,0.951573373566304kW/ton,,89.46956253051758_Ton,,AAAB,,53.62302589416504°F,,87.95905303955078kW,,49.78744316101074°F
2024-11-05T04:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.39656538764635724_kW/Ton,,0.7679506369726443kW/ton,,115.50357182820638_Ton,,AAAB,,53.112548828125°F,,91.03134155273438kW,,49.09029769897461°F
2024-11-05T05:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4343105008204778_kW/Ton,,0.8287065682460439kW/ton,,101.42072041829427_Ton,,AAAB,,52.338218688964844°F,,86.36585998535156kW,,48.36806996663412°F
2024-11-05T06:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4089772204558055_kW/Ton,,0.7499514489129436kW/ton,,114.26970545450847_Ton,,AAAB,,53.39522361755371°F,,87.07025146484375kW,,48.25146166483561°F
2024-11-05T07:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.35659561057885486_kW/Ton,,0.672712709250916kW/ton,,146.25338745117188_Ton,,AAAB,,55.880821228027344°F,,108.7437515258789kW,,49.57478014628092°F
2024-11-05T08:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3644112894932429_kW/Ton,,0.6282447573824844kW/ton,,179.05328369140625_Ton,,AAAB,,61.95562489827474°F,,126.64793395996094kW,,53.15092213948568°F
2024-11-05T09:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4035101185242335_kW/Ton,,0.6633928697436487kW/ton,,208.39555867513022_Ton,,AAAB,,65.53200149536133°F,,150.10772705078125kW,,56.26162020365397°F
2024-11-05T10:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.399809534351031_kW/Ton,,0.6607547051296265kW/ton,,256.80163828531903_Ton,,AAAB,,68.08263524373372°F,,177.0779571533203kW,,57.540505727132164°F
2024-11-05T11:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4024304499228795_kW/Ton,,0.6819813088647773kW/ton,,275.0031102498372_Ton,,AAAB,,69.78818003336589°F,,197.30831909179688kW,,58.28942553202311°F
2024-11-05T12:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.38656724989414215_kW/Ton,,0.6654579042069073kW/ton,,315.4009145100911_Ton,,AAAB,,70.50732421875°F,,219.61322021484375kW,,57.861507415771484°F
2024-11-05T13:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.38264736036459607_kW/Ton,,0.7351663943191472kW/ton,,335.9043324788411_Ton,,AAAB,,69.27096176147461°F,,265.4033203125kW,,58.617753982543945°F
2024-11-05T14:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.37780245145161945_kW/Ton,,0.8226493753762821kW/ton,,327.5299377441406_Ton,,AAAB,,67.1558837890625°F,,276.4674987792969kW,,58.00172106424967°F
2024-11-05T15:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3701733996470769_kW/Ton,,0.8139652605715253kW/ton,,317.1658528645833_Ton,,AAAB,,66.16612243652344°F,,268.9740905761719kW,,57.4723211924235°F
2024-11-05T16:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3649597118298213_kW/Ton,,0.7952766410094715kW/ton,,279.52723693847656_Ton,,AAAB,,64.5381228129069°F,,230.15667724609375kW,,56.092367808024086°F
2024-11-05T17:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.38970357676347095_kW/Ton,,0.825455967819503kW/ton,,239.624880472819_Ton,,AAAB,,62.488044102986656°F,,214.10020446777344kW,,56.57486216227213°F
2024-11-05T18:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.43289242684841156_kW/Ton,,0.8552316008728372kW/ton,,192.097412109375_Ton,,AAAB,,61.11613337198893°F,,179.35755920410156kW,,56.78047180175781°F
2024-11-05T19:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4338128964106242_kW/Ton,,0.8296971702865589kW/ton,,178.3057607014974_Ton,,AAAB,,60.39432907104492°F,,156.88890075683594kW,,56.27434984842936°F
2024-11-05T20:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4531031996011734_kW/Ton,,0.862854306187319kW/ton,,161.6948445638021_Ton,,AAAB,,59.31645901997884°F,,141.39678955078125kW,,55.52389717102051°F
2024-11-05T21:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4761119584242503_kW/Ton,,0.8849431888511368kW/ton,,138.52202987670898_Ton,,AAAB,,59.33388582865397°F,,135.6374053955078kW,,55.627129236857094°F
2024-11-05T22:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6039108435312907_kW/Ton,,1.085941922532221kW/ton,,101.68468221028645_Ton,,AAAB,,59.48068491617838°F,,117.41666412353516kW,,55.94192250569662°F
2024-11-05T23:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6303566694259644_kW/Ton,,1.0677745262692102kW/ton,,98.54210535685222_Ton,,AAAB,,59.63586616516113°F,,107.9678955078125kW,,56.08571243286133°F
2024-11-06T00:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6201124787330627_kW/Ton,,1.0370960166920586kW/ton,,103.25035349527995_Ton,,AAAB,,60.401485443115234°F,,108.05712127685547kW,,56.5277951558431°F
2024-11-06T01:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6099722385406494_kW/Ton,,0.999758331121723kW/ton,,113.60302988688152_Ton,,AAAB,,60.505053202311196°F,,114.95392608642578kW,,57.30305163065592°F
2024-11-06T02:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6560215850671133_kW/Ton,,1.0678126012991573kW/ton,,105.97912979125977_Ton,,AAAB,,60.090216318766274°F,,114.39869689941406kW,,57.582871754964195°F
2024-11-06T03:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6242865920066833_kW/Ton,,1.0327911411476456kW/ton,,110.30234400431316_Ton,,AAAB,,59.1308708190918°F,,114.63124084472656kW,,57.14969952901205°F
2024-11-06T04:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.5169144968191782_kW/Ton,,0.8271414552477444kW/ton,,177.13781356811523_Ton,,AAAB,,58.90822219848633°F,,157.7697296142578kW,,57.15531794230143°F
2024-11-06T05:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.48928102850914_kW/Ton,,0.7922615738182057kW/ton,,203.38636016845703_Ton,,AAAB,,59.161600748697914°F,,167.2027587890625kW,,57.508338928222656°F
2024-11-06T06:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4166880398988724_kW/Ton,,0.6684532105362623kW/ton,,311.78009541829425_Ton,,AAAB,,59.26211675008138°F,,250.43374633789062kW,,57.64459546407064°F
2024-11-06T07:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.38165728747844696_kW/Ton,,0.6643263296568521kW/ton,,389.7813313802083_Ton,,AAAB,,60.25999895731608°F,,262.296630859375kW,,58.56403350830078°F
2024-11-06T08:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.41827088097731274_kW/Ton,,0.7089363211629315kW/ton,,362.648193359375_Ton,,AAAB,,61.3627732594808°F,,263.5909423828125kW,,59.340928395589195°F
2024-11-06T09:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.38941920797030133_kW/Ton,,0.6754736097960138kW/ton,,407.88841247558594_Ton,,AAAB,,62.63663673400879°F,,285.0568542480469kW,,59.568549474080406°F
2024-11-06T10:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.37738296886285144_kW/Ton,,0.6626756505531655kW/ton,,471.9893442789714_Ton,,AAAB,,63.728538513183594°F,,328.7475891113281kW,,59.83343187967936°F
2024-11-06T11:00:00-08:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.36665677030881244_kW/Ton,,0.6684468179555819kW/ton,,501.10065205891925_Ton,,AAAB,,64.65370432535808°F,,355.1239929199219kW,,59.50479634602865°F
